date,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
2025-10-05,70.5868825105252,0.0,0.0,0.0,0.0,389.914282497874,677.9722338217732,849.9542014707459,999.1947519099372
2025-10-12,62.33683160214306,0.0,0.0,0.0,0.0,381.66423158949186,669.7221829133911,841.7041505623638,990.944701001555
2025-10-19,65.80559629588404,0.0,0.0,0.0,0.0,385.13299628323284,673.190947607132,845.1729152561047,994.4134656952959
2025-10-26,62.683585741357675,0.0,0.0,0.0,0.0,382.0109857287065,670.0689370526056,842.0509047015784,991.2914551407696
2025-11-02,69.34672983634886,0.0,0.0,0.0,0.0,388.6741298236977,676.7320811475968,848.7140487965696,997.9545992357607
2025-11-09,82.5181447747782,0.0,0.0,0.0,0.0,401.845544762127,689.9034960860262,861.8854637349989,1011.1260141741901
2025-11-16,99.64580968833106,0.0,0.0,0.0,0.0,418.97320967567987,707.031160999579,879.0131286485517,1028.253679087743
2025-11-23,119.21004791759968,0.0,0.0,0.0,0.0,438.5374479049485,726.5953992288477,898.5773668778204,1047.8179173170115
2025-11-30,131.8902050876642,0.0,0.0,0.0,0.0,451.217605075013,739.2755563989122,911.2575240478849,1060.498074487076
2025-12-07,150.7123337591978,0.0,0.0,0.0,0.0,470.03973374654663,758.0976850704458,930.0796527194185,1079.3202031586097
2025-12-14,165.60349345162993,0.0,0.0,0.0,0.0,484.9308934389787,772.9888447628779,944.9708124118506,1094.211362851042
2025-12-21,150.17544244114814,0.0,0.0,0.0,0.0,469.50284242849693,757.5607937523961,929.5427614013688,1078.7833118405601
2025-12-28,142.7618455116557,0.0,0.0,0.0,0.0,462.0892454990045,750.1471968229037,922.1291644718764,1071.3697149110676
2026-01-04,266.172340250166,0.0,0.0,0.0,0.0,585.4997402375147,873.557691561414,1045.5396592103866,1194.780209649578
2026-01-11,334.0812305945429,0.0,0.0,0.0,14.753830607194061,653.4086305818917,941.4665819057909,1113.4485495547635,1262.6890999939549
2026-01-18,377.83570869317543,0.0,0.0,0.0,58.50830870582661,697.1631086805243,985.2210600044234,1157.203027653396,1306.4435780925874
2026-01-25,434.60351028232526,0.0,0.0,0.0,115.27611029497643,753.9309102696741,1041.9888615935733,1213.970829242546,1363.211379681737
2026-02-01,453.36221573644855,0.0,0.0,0.0,134.03481574909972,772.6896157237974,1060.7475670476965,1232.7295346966694,1381.9700851358605
2026-02-08,528.6910187852525,0.0,0.0,0.0,209.36361879790365,848.0184187726013,1136.0763700965003,1308.0583377454732,1457.2988881846645
2026-02-15,567.0735877051438,0.0,0.0,0.0,247.746187717795,886.4009876924927,1174.458939016392,1346.4409066653645,1495.6814571045556
2026-02-22,665.7715501965521,0.0,0.0,58.38619888530411,346.44415020920326,985.0989501839009,1273.1569015078,1445.1388691567727,1594.379419595964
2026-03-01,589.6148085319885,0.0,0.0,0.0,270.2874085446397,908.9422085193373,1197.0001598432364,1368.9821274922092,1518.2226779314005
2026-03-08,550.3899484636645,0.0,0.0,0.0,231.06254847631567,869.7173484510133,1157.7752997749126,1329.7572674238852,1478.9978178630763
2026-03-15,483.9824397568457,0.0,0.0,0.0,164.65503976949685,803.3098397441945,1091.3677910680935,1263.3497587170664,1412.5903091562577
2026-03-22,428.6643473950875,0.0,0.0,0.0,109.33694740773865,747.9917473824363,1036.0496987063354,1208.031666355308,1357.2722167944994
2026-03-29,361.8840822248112,0.0,0.0,0.0,42.55668223746238,681.21148221216,969.2694335360592,1141.251401185032,1290.491951624223
2026-04-05,333.2930521631467,0.0,0.0,0.0,13.965652175797857,652.6204521504956,940.6784034743946,1112.6603711233674,1261.9009215625586
2026-04-12,280.82012385314516,0.0,0.0,0.0,0.0,600.1475238404939,888.2054751643932,1060.1874428133658,1209.4279932525571
2026-04-19,249.46998668067832,0.0,0.0,0.0,0.0,568.7973866680271,856.8553379919263,1028.837305640899,1178.0778560800902
2026-04-26,205.38525273732677,0.0,0.0,0.0,0.0,524.7126527246755,812.7706040485748,984.7525716975474,1133.9931221367387
2026-05-03,193.44025216157456,0.0,0.0,0.0,0.0,512.7676521489234,800.8256034728225,972.8075711217953,1122.0481215609866
2026-05-10,169.44414486378574,0.0,0.0,0.0,0.0,488.77154485113454,776.8294961750337,948.8114638240064,1098.0520142631976
2026-05-17,161.1869387762983,0.0,0.0,0.0,0.0,480.5143387636471,768.5722900875462,940.554257736519,1089.7948081757102
2026-05-24,130.82355179299347,0.0,0.0,0.0,0.0,450.1509517803423,738.2089031042415,910.1908707532142,1059.4314211924054
2026-05-31,104.02021745670604,0.0,0.0,0.0,0.0,423.3476174440549,711.405568767954,883.3875364169268,1032.628086856118
2026-06-07,109.83001506897965,0.0,0.0,0.0,0.0,429.1574150563285,717.2153663802276,889.1973340292003,1038.4378844683915
2026-06-14,92.72598579977678,0.0,0.0,0.0,0.0,412.0533857871256,700.1113371110248,872.0933047599975,1021.3338551991887
2026-06-21,86.06951216753453,0.0,0.0,0.0,0.0,405.39691215488335,693.4548634787825,865.4368311277552,1014.6773815669465
2026-06-28,70.8386307164458,0.0,0.0,0.0,0.0,390.1660307037946,678.2239820276938,850.2059496766665,999.4465001158577
2026-07-05,72.63836571243604,0.0,0.0,0.0,0.0,391.96576569978487,680.023717023684,852.0056846726568,1001.2462351118479
2026-07-12,70.12301201203994,0.0,0.0,0.0,0.0,389.45041199938873,677.5083633232879,849.4903309722606,998.7308814114518
2026-07-19,58.143384746426435,0.0,0.0,0.0,0.0,377.47078473377525,665.5287360576745,837.5107037066472,986.7512541458384
2026-07-26,69.42701067473374,0.0,0.0,0.0,0.0,388.7544106620826,676.8123619859817,848.7943296349545,998.0348800741457
2026-08-02,52.37106203960672,0.0,0.0,0.0,0.0,371.69846202695555,659.7564133508547,831.7383809998274,980.9789314390187
2026-08-09,56.71841315929227,0.0,0.0,0.0,0.0,376.0458131466411,664.1037644705402,836.085732119513,985.3262825587042
2026-08-16,70.28843761937179,0.0,0.0,0.0,0.0,389.6158376067206,677.6737889306198,849.6557565795924,998.8963070187838
2026-08-23,71.39727210189345,0.0,0.0,0.0,0.0,390.7246720892423,678.7826234131414,850.7645910621142,1000.0051415013054
2026-08-30,69.33125204952555,0.0,0.0,0.0,0.0,388.6586520368744,676.7166033607735,848.6985710097463,997.9391214489375
2026-09-06,84.75628993688687,0.0,0.0,0.0,0.0,404.0836899242357,692.1416412481349,864.1236088971076,1013.3641593362988
2026-09-13,88.33044548505983,0.0,0.0,0.0,0.0,407.65784547240867,695.7157967963078,867.6977644452805,1016.9383148844718
2026-09-20,95.67983314462293,0.0,0.0,0.0,0.0,415.00723313197176,703.0651844558708,875.0471521048437,1024.2877025440348
2026-09-27,139.1914932537153,0.0,0.0,0.0,0.0,458.5188932410641,746.5768445649633,918.558812213936,1067.7993626531272
