epiweek,geocode,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days,uf_code
201001,5211336.3292682925,20.79262717770035,24.48002508710801,28.367241173054587,3.8436605691056913,23.829288617886178,70.91010284552846,0.9235216608594657,0.9259504065040651,0.9277706155632985,62.09452973286876,78.76214860627178,93.01594413472706,7.574613995354238,6.995934959349594,52.0
201002,5211336.3292682925,20.849352961672476,24.392866550522648,28.504817421602787,4.026270325203252,22.803656097560978,57.549795528455284,0.9246997096399535,0.9270098722415795,0.9287296167247386,63.36601422764228,81.1192149245064,95.31881207897793,7.655464459930314,7.0,52.0
201003,5211336.3292682925,21.389212891986062,25.267256910569106,29.274262020905923,3.8281691056910567,16.854920731707317,42.45547479674797,0.9243585365853658,0.9269848432055748,0.9287416376306621,55.34754970963996,73.33122601626016,88.58646422764227,7.88504912891986,6.361788617886178,52.0
201004,5211336.3292682925,21.07105708478513,24.048868815331012,27.988870847851338,5.771858943089431,30.252449593495935,83.0246743902439,0.9230400696864112,0.9254222415795587,0.927061382113821,65.12249785133565,82.7912149825784,95.22820731707317,6.917813763066202,7.0,52.0
201005,5211336.3292682925,21.501107084785133,26.495473461091755,31.581284843205577,0.11245609756097562,2.035239024390244,8.818497154471546,0.9241691637630661,0.9263818815331011,0.9281541231126597,43.806549535423926,64.69005592334494,82.60318031358885,10.080177758420442,4.995934959349594,52.0
201006,5211336.3292682925,20.561826887340303,23.797764401858306,27.688659756097564,8.274445528455285,34.852618292682926,93.49841788617886,0.9234871660859465,0.9256345528455284,0.9273279326364693,65.36621016260163,81.88157944250872,94.51989843205575,7.126832868757259,7.0,52.0
201007,5211336.3292682925,21.786611672473867,25.58282955865273,30.070842915214868,1.8140191056910568,12.106380487804879,32.69980487804878,0.924216724738676,0.9268391986062717,0.9285872822299651,56.96549239256678,76.63541962833914,92.2040261904762,8.284231242740999,7.0,52.0
201008,5211336.3292682925,21.70202357723577,25.38831387921022,29.592786062717767,4.820941869918699,27.63862642276423,59.882100406504065,0.9232758420441347,0.9258955284552846,0.9277761904761905,60.703521370499416,78.34847421602788,93.0982530778165,7.890762485481997,7.0,52.0
201009,5211336.3292682925,21.26604419279907,23.52697804878049,26.730431358885017,10.54874349593496,49.26956341463414,114.3908593495935,0.9233138792102207,0.9257131242740999,0.927423925667828,74.03808646922184,87.96404169570268,97.09983432055749,5.464387166085947,7.0,52.0
201010,5211336.3292682925,21.150585946573752,24.868808710801392,29.092061962833917,2.224923577235772,10.418106097560976,28.033744715447153,0.9228497677119628,0.9250427990708479,0.9267522067363531,61.11915476190477,79.27239599303137,93.99103571428572,7.941476016260163,6.857723577235772,52.0
201011,5211336.3292682925,21.485429326364695,25.185152671312427,29.51529349593496,1.4206390243902438,10.284850406504065,33.53630081300813,0.9251293263646921,0.9276232288037166,0.9294634727061556,58.1988393728223,76.11345836236934,90.77129628339141,8.029864169570267,6.979674796747967,52.0
201012,5211336.3292682925,21.10197241579559,24.291601451800233,28.252731881533098,4.056790243902439,19.613797967479677,55.72881504065041,0.9240203252032521,0.9264069105691056,0.9281540650406503,64.10554152148664,81.70949535423927,94.68133513356561,7.150759465737515,7.0,52.0
201013,5211336.3292682925,21.055105458768875,23.70539396051103,27.174558072009294,6.602259756097561,32.99537642276423,77.81530040650406,0.9240209639953543,0.9262589430894309,0.9280145180023228,70.38612200929153,85.26679297328688,95.93910487804877,6.119452613240418,7.0,52.0
201014,5211336.3292682925,18.752940708478512,22.303054239256678,26.433733391405344,2.3312,18.30843861788618,51.225652439024394,0.9252673054587689,0.9270227642276422,0.9286063298490127,58.6705443670151,74.62440360046457,86.91412828106851,7.680792682926829,4.878048780487805,52.0
201015,5211336.3292682925,19.03310917537747,23.29820743321719,28.082617421602787,0.0007837398373983739,0.0575341463414634,0.23221951219512194,0.9268919279907085,0.9283601045296167,0.9300631823461092,44.61090168408827,61.68558966318235,75.39467520325204,9.04950824622532,2.089430894308943,52.0
201016,5211336.3292682925,20.834225842044138,25.53375505226481,30.459092508710803,0.008009349593495934,0.3866857723577236,1.277390243902439,0.9260017421602788,0.9276289779326364,0.9295135888501742,44.70565505226481,64.48053060394889,82.03868037166086,9.624866666666668,4.280487804878049,52.0
201017,5211336.3292682925,21.01993861788618,25.705319860627178,30.570186875725902,0.027558943089430892,0.17256138211382113,0.6030276422764227,0.9262835075493613,0.9279036585365853,0.9300692218350755,38.721724274099884,57.24702944250871,75.2250256678281,9.550248257839721,2.4227642276422765,52.0
201018,5211336.3292682925,20.146161440185832,25.36124570267131,30.76441242740999,0.002870325203252032,0.11263292682926827,0.5727548780487804,0.9259678861788618,0.9276566202090591,0.9295102787456446,35.78044326364692,54.12645127758421,72.0657737514518,10.618250987224158,2.3333333333333335,52.0
201019,5211336.3292682925,17.725671835075495,22.653854529616726,28.186778455284554,0.11981544715447154,0.7843386178861789,2.600889430894309,0.9261883855981417,0.9279783972125436,0.9297674796747968,42.07349872241579,58.42921730545877,74.62437078977932,10.461106620209058,3.6097560975609757,52.0
201020,5211336.3292682925,18.90320197444832,24.28179337979094,29.94527868757259,0.07210040650406503,0.8245097560975609,2.3338947154471543,0.9253655052264809,0.9272031939605111,0.9289278745644599,36.40138641114983,54.542826306620206,72.98395778164924,11.042076713124274,3.3902439024390243,52.0
201021,5211336.3292682925,19.014025377468062,24.325338153310103,30.03358048780488,0.021521138211382112,0.1882028455284553,0.6164247967479675,0.9258912891986063,0.9274889663182346,0.9295037166085947,34.24687142857143,53.17542468060395,72.54869988385597,11.019555110336817,2.0447154471544717,52.0
201022,5211336.3292682925,18.867497619047622,23.475353832752614,28.65298774680604,0.054491463414634136,0.6620621951219512,2.622288617886179,0.9289247386759582,0.9305442508710802,0.9324351335656214,40.47522073170732,56.45932346109175,72.42702241579559,9.78549012775842,4.150406504065041,52.0
201023,5211336.3292682925,17.730727119628337,23.15821962833914,29.072771080139375,0.0005979674796747968,0.09066219512195121,0.6210943089430894,0.9298346689895471,0.9313551103368177,0.9331720673635308,33.824089837398375,52.471756329849015,71.39006974448316,11.342043960511035,1.2195121951219512,52.0
201024,5211336.3292682925,15.965221428571429,22.257146457607433,29.163036527293844,0.0,0.0012,0.00700040650406504,0.9279672473867596,0.9297060394889662,0.931538037166086,26.662692218350752,46.045155110336815,65.59348211382114,13.197815098722415,0.0,52.0
201025,5211336.3292682925,17.18273681765389,23.521422764227644,30.20271486643438,0.0,0.005062195121951218,0.014134146341463413,0.9280501161440186,0.9294900116144018,0.9314913472706157,26.601854413472704,44.762446631823465,63.958247851335656,13.019978048780487,0.06504065040650407,52.0
201026,5211336.3292682925,17.38743449477352,22.522749012775844,28.357210220673636,1.2601626016260162e-05,0.0042012195121950355,0.014810162601626015,0.9296746806039489,0.9312072009291521,0.933125493612079,29.141294773519164,45.78966788617886,62.73599535423926,10.969775725900117,0.08130081300813008,52.0
201027,5211336.3292682925,18.078942218350754,23.12507003484321,28.721060452961673,0.0,0.0025821138211382095,0.008279674796747963,0.9281259581881532,0.9298976771196283,0.9318256678281068,26.999893031358887,43.106700871080136,59.551947560975606,10.642118234610917,0.028455284552845527,52.0
201028,5211336.3292682925,19.68982700348432,24.54697967479675,29.897891463414634,0.0015939024390243903,0.07057113821138211,0.28736585365853656,0.9275505226480837,0.929010743321719,0.9308804297328688,31.71405725900116,47.92343890824622,64.17098217189314,10.208064459930313,2.2357723577235773,52.0
201029,5211336.3292682925,18.749839895470384,24.00020191637631,29.769710046457607,0.001413821138211382,0.013902032520325198,0.07009674796747968,0.9297045296167248,0.9314790360046458,0.9334590592334495,27.08276010452962,42.89583159117306,59.20437572590012,11.019870150987224,0.4065040650406504,52.0
201030,5211336.3292682925,18.034165040650407,23.143571486643435,28.706906736353076,8.130081300813008e-07,0.008717479674796745,0.03285691056910561,0.9288886178861788,0.9307589430894309,0.9328192218350755,26.41906149825784,40.59236161440186,56.280327119628346,10.672741695702673,0.17073170731707318,52.0
