epiweek,geocode,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days,uf_code
201001,1400312.8666666667,22.91259714285714,26.45149904761905,30.851974285714284,0.7199399999999999,5.1446466666666675,16.043026666666666,0.9670180952380952,0.9693666666666666,0.9714038095238096,49.25079714285714,67.35282761904763,81.5605819047619,7.9393771428571425,5.733333333333333,14.0
201002,1400312.8666666667,23.596206666666667,26.86055904761905,31.21866857142857,0.19948,3.3908199999999997,9.72146,0.9680514285714286,0.9704780952380953,0.9726771428571428,50.41010285714286,67.13188476190476,80.55690095238096,7.622461904761905,6.2,14.0
201003,1400312.8666666667,23.47438095238095,27.049490476190478,31.40705428571429,0.13011333333333333,2.3523799999999997,7.3919733333333335,0.9676657142857142,0.9703599999999999,0.9725019047619047,48.67074380952381,67.14011428571429,82.42071809523809,7.932673333333335,6.4,14.0
201004,1400312.8666666667,23.60775619047619,27.76015523809524,32.81102666666666,0.07185333333333332,0.64354,2.1486666666666667,0.9657104761904762,0.968607619047619,0.9709228571428572,40.982532380952385,59.34618380952381,75.55702,9.203270476190477,5.933333333333334,14.0
201005,1400312.8666666667,24.354479047619048,27.023018095238097,30.659853333333334,0.3808533333333333,5.29972,15.801333333333334,0.9669209523809524,0.9691638095238095,0.9711809523809525,54.60468761904762,70.09459047619048,81.88401047619048,6.305374285714286,7.0,14.0
201006,1400312.8666666667,23.76380761904762,27.584350476190476,32.50576952380952,0.2857533333333333,2.541593333333333,8.171093333333333,0.9660609523809524,0.968372380952381,0.9704904761904761,43.94931523809524,62.48430761904762,77.56923714285715,8.741961904761904,5.533333333333333,14.0
201007,1400312.8666666667,24.195848571428574,28.036758095238095,32.67272380952381,0.18472,4.789106666666667,14.290446666666668,0.9663961904761905,0.9689561904761904,0.9713971428571428,45.280078095238096,62.1273219047619,77.32349238095237,8.476875238095237,5.466666666666667,14.0
201008,1400312.8666666667,23.904471428571426,27.135358095238093,31.54361619047619,2.9551066666666665,20.647353333333335,56.58702666666667,0.9664895238095238,0.9692990476190476,0.9716028571428571,56.430214285714285,75.95957428571428,89.83499904761905,7.639144761904761,7.0,14.0
201009,1400312.8666666667,23.953714285714284,26.974469523809525,30.805868571428572,0.5405666666666666,13.909893333333335,40.467279999999995,0.9669361904761904,0.9698457142857143,0.9723638095238095,60.31412095238095,77.28898666666667,89.99900666666667,6.8521542857142865,7.0,14.0
201010,1400312.8666666667,24.146642857142854,27.463459047619047,31.965258095238095,1.8210733333333333,11.90844,34.63934,0.966112380952381,0.9690314285714285,0.9713666666666667,55.73768666666667,75.95019523809523,90.29619238095238,7.818615238095238,6.933333333333334,14.0
201011,1400312.8666666667,23.61928380952381,26.450142857142858,30.133946666666667,6.2890733333333335,35.81346666666666,90.87234666666667,0.9673790476190476,0.9701666666666667,0.9728419047619048,63.32525714285714,79.96752190476191,91.44256095238096,6.5146628571428575,7.0,14.0
201012,1400312.8666666667,23.47528380952381,27.014890476190477,31.493698095238095,1.7493200000000002,12.803086666666667,28.837960000000002,0.9668457142857143,0.9698342857142858,0.9722428571428572,52.024946666666665,70.22047904761904,84.0107619047619,8.018414285714286,6.2,14.0
201013,1400312.8666666667,23.561246666666666,26.502719047619046,30.614609523809523,2.74838,19.636713333333333,52.24614666666666,0.9665933333333333,0.9693780952380953,0.9715742857142857,59.59138857142857,77.4199,89.83428,7.053362857142857,7.0,14.0
201014,1400312.8666666667,23.181898095238093,25.453612380952382,28.38226761904762,6.306966666666667,49.55061333333333,126.509,0.9674657142857143,0.96998,0.9721152380952381,73.58508380952381,86.77486952380953,95.67432952380952,5.200369523809524,7.0,14.0
201015,1400312.8666666667,22.8429,24.8511,27.73392476190476,10.578406666666666,65.36711333333334,169.31266,0.9672914285714286,0.970057142857143,0.9721742857142857,77.7610123809524,90.75753238095238,98.15956857142857,4.891024761904762,7.0,14.0
201016,1400312.8666666667,23.063861904761904,25.49191142857143,28.887669523809524,3.890646666666667,46.67258666666667,129.37098,0.9679771428571429,0.9706885714285715,0.9729114285714285,74.62170952380953,89.38470571428572,98.06512761904762,5.823807619047619,7.0,14.0
201017,1400312.8666666667,22.879975238095238,24.826872380952384,27.539489523809525,13.30974,80.92706,195.8625,0.9687857142857143,0.9712828571428571,0.9731619047619048,79.03658857142858,91.48279238095238,98.31588476190477,4.659514285714286,7.0,14.0
201018,1400312.8666666667,22.66983523809524,24.975700952380954,28.15401428571429,8.95538,40.179899999999996,91.83455333333333,0.9683561904761905,0.9709504761904761,0.9727571428571429,73.93780857142858,88.42071142857142,97.3063180952381,5.4841790476190475,7.0,14.0
201019,1400312.8666666667,22.473360952380954,24.110274285714286,26.701421904761904,9.897526666666666,81.43566,227.32488666666669,0.9691638095238095,0.9714114285714286,0.9730885714285714,81.8662961904762,93.3487238095238,99.09715809523809,4.228060952380953,7.0,14.0
201020,1400312.8666666667,22.849957142857143,24.832005714285717,27.611129523809527,6.895713333333333,64.04056,166.93868666666668,0.9680685714285714,0.9707257142857143,0.9724742857142857,80.18886952380952,92.19724,98.98766285714287,4.76117238095238,7.0,14.0
201021,1400312.8666666667,22.79451238095238,24.70848857142857,27.55536761904762,11.674933333333334,69.96237333333333,152.03052666666665,0.9678390476190476,0.9702057142857143,0.9720409523809524,80.47309619047618,92.53227714285714,99.0239038095238,4.760855238095238,7.0,14.0
201022,1400312.8666666667,22.20362857142857,24.504534285714286,27.54691714285714,6.661193333333333,41.773873333333334,111.3494,0.9709114285714285,0.97338,0.9752057142857142,77.08906666666667,90.76460095238096,98.69278380952382,5.343288571428571,7.0,14.0
201023,1400312.8666666667,21.864841904761906,24.266674285714284,27.441671428571432,3.315926666666667,33.94092,87.59859333333334,0.9708971428571428,0.9735990476190477,0.9754323809523809,76.4258238095238,90.55210285714286,98.94203142857143,5.576829523809524,7.0,14.0
201024,1400312.8666666667,22.034054285714284,24.094010476190476,27.068495238095238,8.07066,59.66287333333333,130.57238,0.9692057142857142,0.9719523809523809,0.9736571428571428,79.98624380952381,92.55115047619049,99.28792476190476,5.034440952380952,7.0,14.0
201025,1400312.8666666667,22.17299619047619,24.743772380952382,28.23788,3.9749266666666667,24.97266,67.64206,0.9694295238095237,0.9717761904761903,0.9735047619047619,72.12604476190475,88.41147047619047,98.02687523809524,6.06488380952381,7.0,14.0
201026,1400312.8666666667,21.98501619047619,23.92667904761905,26.72791619047619,5.91108,40.1556,101.82561333333334,0.9701180952380953,0.9723828571428572,0.9739771428571428,80.60604285714287,92.60562857142857,99.14843238095237,4.742900000000001,7.0,14.0
201027,1400312.8666666667,21.96382761904762,24.249478095238093,27.36411904761905,6.537006666666667,41.432473333333334,97.74352,0.9691542857142857,0.9717,0.9732780952380952,78.36855904761904,91.44393714285714,98.81976380952379,5.400291428571429,7.0,14.0
201028,1400312.8666666667,21.88573428571429,24.108805714285715,27.115704761904762,9.784573333333332,42.11346666666667,92.16060666666667,0.9687657142857143,0.9715219047619048,0.9734352380952381,78.56913238095238,91.63652857142857,99.06848857142857,5.229970476190476,7.0,14.0
201029,1400312.8666666667,21.301263809523807,23.59631238095238,26.82546,2.3799333333333332,23.164033333333332,62.735886666666666,0.9715104761904761,0.9741657142857143,0.9759561904761905,76.7125257142857,89.99899809523808,98.00523142857143,5.52419619047619,7.0,14.0
201030,1400312.8666666667,21.83592857142857,24.304100000000002,27.655066666666666,3.348606666666667,27.050040000000003,78.26496666666667,0.9689980952380953,0.9720180952380952,0.9740295238095238,76.42754,90.3874780952381,98.59878571428571,5.819138095238094,7.0,14.0
201031,1400312.8666666667,22.20820761904762,24.245425714285716,27.294283809523808,4.196793333333334,32.58006666666667,78.8629,0.9694380952380952,0.9716514285714286,0.9733428571428572,78.89272285714286,91.85353142857143,98.84667809523809,5.086076190476191,7.0,14.0
