epiweek,geocode,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days,uf_code
201001,2508704.1659192825,22.081712876361305,25.52981063420884,29.991203651505447,1.6052946188340809,6.577309417040359,17.847005829596412,0.956293593850096,0.9580405509288917,0.9594117232543242,50.17109935938501,72.02743792440744,91.16361761691223,7.909490775144138,6.901345291479821,25.0
201002,2508704.1659192825,22.441754131966686,26.05506918641896,30.60225009609225,0.4388206278026906,3.4079340807174887,9.82463408071749,0.9572105060858423,0.9588526585522102,0.9607057014734145,47.77132786675208,69.39057751441383,88.68737597693786,8.16049596412556,6.79372197309417,25.0
201003,2508704.1659192825,22.38494407431134,25.364039013452913,29.710164702114028,0.8684300448430493,9.987007623318386,35.88544977578475,0.9569783472133249,0.9587667520819988,0.960382062780269,55.193879180012814,75.58319083920564,91.04149538757207,7.325220627802691,6.941704035874439,25.0
201004,2508704.1659192825,22.44504945547726,25.906369827033952,30.286242152466368,3.4017802690582957,12.392487892376682,30.440002242152467,0.9551427290198591,0.9569684817424727,0.9586650864830236,52.72554612427931,73.52773773222293,91.74275675848814,7.8411926969891095,7.0,25.0
201005,2508704.1659192825,22.689962267777066,26.891658295964124,31.825622101217167,0.6504600896860987,2.6854089686098654,6.418984304932736,0.9562200512491992,0.9579818705957719,0.9594617552850737,44.68497828315182,66.97033497757847,87.98862357463165,9.135659833440103,6.098654708520179,25.0
201006,2508704.1659192825,23.094958808456116,26.741054260089687,31.249721460602178,1.2826910313901345,6.3253461883408075,15.370062331838566,0.9546880845611787,0.9565014093529789,0.9582521460602178,48.63910198590647,69.35215880845612,88.32391793721973,8.154762652146061,6.959641255605381,25.0
201007,2508704.1659192825,23.336048814862266,26.809437796284435,31.172387572069187,0.6649318385650224,4.703152017937219,13.766028699551569,0.9561917360666239,0.9582030749519539,0.9599336963484946,49.49666925048046,69.50603747597694,87.22884990390774,7.836338757206918,6.99103139013453,25.0
201008,2508704.1659192825,23.581567136450996,27.499462780269056,32.186922165278666,0.5020367713004484,4.873603139013452,11.009939910313902,0.9553082639333761,0.9572729660474055,0.959152594490711,47.24190160153747,67.72734676489429,87.58801012171685,8.605355028827674,6.852017937219731,25.0
201009,2508704.1659192825,23.292521844971173,28.029614862267774,33.58116579115951,0.0014264573991031385,0.4950605381165919,1.4602399103139014,0.9554324791800127,0.9575500320307495,0.9596212684176809,36.66870711082639,61.92355893657911,87.64599026265215,10.28864394618834,5.766816143497758,25.0
201010,2508704.1659192825,23.884894234465087,28.330096284433054,33.8362934016656,0.04928609865470851,1.5853704035874439,3.9755004484304934,0.9550323510570147,0.9572413196668802,0.959383728379244,36.25085650224215,62.222766623959004,86.39849096732864,9.951399167200512,6.757847533632287,25.0
